date,name,text,comment_count,like_count,link
"Monday, 13 July 2020 at 1:40 pm",Maddy Crowe,"Hello my alumni friends! If you've left Fenner, no matter when, please consider filling out this survey for the Fenner Symposium. Nicola Watson and I are looking at how Fenner's culture has changed over the years, particularly with the building change and what makes Fenner, Fenner. We want to know how Fenner has stuck with you!
All responses are completely anonymous! 💜🤠",4,9,https://www.facebook.com/groups/fennerhall/permalink/2895621983900406/
,,,0,0,
,,,0,0,
,,,0,0,
"Thursday, 16 July 2020 at 9:15 pm",,Hello does anyone have a brush you use to dye your hair!!!,0,2,https://www.facebook.com/groups/fennerhall/permalink/2904555279673743/
"Thursday, 16 July 2020 at 2:07 pm",Emi Cashman,"📣TERM 3 COACHING APP
Coaching applications are open for term 3 sports, anyone with basic knowledge and a passion for the sport can apply!!! 🌟🌟
Sports that you can apply to coach: (2 coaches per sport)
AFL (Men*)
AFL 9s (Women*)
Netball (Women*)
Soccer (Men*)
Soccer (Women*)
Volleyball (Women*)
As well as these sports, games for disc and volleyball that weren't completed in term 1 will be resuming.
Coaches who will be continuing on from term 1:
Disc: Liam Dooley and Alex Matters
Men's Volleyball: Calum Snowdon and Joshua Hammond
Women's Volleyball: Luka Mijnarends + a new coach (applications are open for this position)
Everyone including first years is welcome to apply, we can't guarantee the return of ISO sports in term 3 but we are planning for it, so apply and give coaching a shot!
The important part of ISO sports is to have a go and have fun!
Feel free to message anyone in the sports committee if you have any questions 😊",0,10,https://www.facebook.com/groups/fennerhall/permalink/2903834049745866/
"Tuesday, 14 July 2020 at 1:51 pm",Locklyn Kreukz,"Why hello there fellow residents.
If you haven't got too much on over this break Todd and I would appreciate it if you could take just a couple of minutes to fill out this survey that we've constructed (I'm aware you've probably seen a couple of those going around at the moment). 
We're just looking into perceptions of and general security at Fenner amongst residents. As a result, we are trying to gauge how far residents will go with balancing security and convenience. Yes, this survey touches on quite a few interesting and personal habits you may have but don't worry everything IS COMPLETELY ANONYMOUS (feel free to use a VPN if you'd prefer).
https://docs.google.com/forms/d/e/1FAIpQLSeochKGvXVb8fPZIy9JxTlIs-90AaKy9T_bgDDjwirZ-LJC8A/viewform?usp=sf_link",1,7,https://www.facebook.com/groups/fennerhall/permalink/2898298483632756/
,,,0,0,
"Tuesday, 14 July 2020 at 12:59 pm",Aidan Fryer,"🏈COACHING APPLICATIONS🏈
Hey Fenner, are you interested in coaching a sport in term 3? Sports that need coaches are:
AFL (Men*)
AFL 9s (Women*)
Netball (Women*)
Soccer (Men*)
Soccer (Women*)
Volleyball (Women*)
For Disc and Volleyball where we started but didn't finish playing games in term 1, they will resume in term 3. This means disc will still be coached by Liam Dooley and Alex Matters while men's volleyball will be coached by Calum Snowdon and Joshua Hammond. Women's volleyball only has Luka Mijnarends staying on so applications are open for another coach to join her.
ISO is planning to resume sports in term 3 however we don't know yet if ANU will sign off on it. I will keep you posted and let you know as soon as I find out. But for now, if you are interested in coaching, please apply.
This is very normal for first year residents to coach a sport, the only real pre-requisite is that you like the sport and know a little bit about it. Being good at it is not important at all.
There's more information in the form and if you have any questions, please just send myself or any of the other sports reps a message.",2,12,https://www.facebook.com/groups/fennerhall/permalink/2898205560308715/
,,,0,0,
,,,0,0,
"Tuesday, 14 July 2020 at 12:29 pm",Wingyi Kwong,"ANU Consulting Society is looking for motivated and passionate students to join as a General Representative!!!
Don't miss a chance to talk to consultant from Bain, EY, BCG and Kearney!!!",0,0,https://www.facebook.com/groups/fennerhall/permalink/2898152360314035/
"Tuesday, 14 July 2020 at 11:31 am",,"ISO BAKING???
reminder to get your procrastibaking in the for the CANBERRA THEMED BAKEOFF
What things remind you of Canberra? It could be...
the Telstra Tower 
Parliament House 
The Canberra Skywhale 
roundabouts
Lake Burley Griffin 
the Fenner fire alarm
It could even be iconic Canberra band Peking Duk like this cake I just ripped off the internet.
More inspo coming soon so get your creative juices flowing and get baking!!! <3 
Cake submissions due 27th of July!",4,16,https://www.facebook.com/groups/fennerhall/permalink/2898043776991560/
,,,0,0,
,,,0,0,
,,,0,0,
"Monday, 13 July 2020 at 6:46 pm",Aidan Fryer,"👕MERCH👕
I'm looking into ordering merch at the moment and need to know what to order. I am already organising Rugby Jerseys, Bucket hats and crew neck jumpers (in the right colour this time). But there's potential for more. Please cast your vote in the poll below for what you would like to buy. Feel free to add your own options too.
Also, please check out my Bush week themes post from earlier today if you haven't already",1,6,https://www.facebook.com/groups/fennerhall/permalink/2896122270517044/
,,,0,0,
,,,0,0,
,,,0,0,
"Monday, 13 July 2020 at 6:13 pm",Jake McCall,"Reminder that you can still earn my love and affection if you fill out this quick & anonymous survey on your relationship to drugs and alcohol <3
Data will be used at Fenner symposium to help us better serve the Fenner community",1,13,https://www.facebook.com/groups/fennerhall/permalink/2896070580522213/
,,,0,0,
"Monday, 13 July 2020 at 5:56 pm",,hi friends does anyone have access to a hair straightener that i can borrow for 30 minutes lol??? thanks so much for helping me and my hair out,3,2,https://www.facebook.com/groups/fennerhall/permalink/2896043257191612/
,,,0,0,
,,,0,0,
"Monday, 13 July 2020 at 3:45 pm",,"Hi, someone accidentally left your banh mi in my bag. Plz take it back bc it looks too delicious",0,11,https://www.facebook.com/groups/fennerhall/permalink/2895831320546139/
"Monday, 13 July 2020 at 12:32 pm",,"🌳BUSH WEEK THEME IDEAS🌳

Hey Fenner, 

I’d like to know what bush week themes you are interested in. Comment your favourite below or react the ones that I have commented if you like them. I will look at how many reactions each comment gets to help choose a theme, so react to your favourites. 

Keep in mind that with covid we won’t be able to have our normal bar nights where we normally showcase our theme but there’s a possibility that we can have a modified bar night and showcase the theme there instead. I’ll keep you posted on whether this is a possibility.

For those who haven’t been to a bush week yet, it’s kind of like semester 2 O-week. The only difference is that it’s held during week 1 when classes are on. So, you have to make sure you can still concentrate the next day rock up to class hungover.",1,15,https://www.facebook.com/groups/fennerhall/permalink/2895504157245522/
,,,0,0,
,,,0,0,
,,,0,0,
"Tuesday, 7 July 2020 at 11:53 pm",,Has anyone accidentally taken this? If you have can you kindly return it to my kitchen cupboard thanks 🙏🏻,1,10,https://www.facebook.com/groups/fennerhall/permalink/2881289812000290/
,,,0,0,
"Tuesday, 7 July 2020 at 9:54 am",Jake McCall,"https://forms.gle/jhqfxs9CAMi5Ueer5
Fill out our quick & anonymous survey on drugs and alcohol!
We are gathering data for an upcoming leadership conference so we can better serve the Fenner community
You will earn my undying love <3",1,16,https://www.facebook.com/groups/fennerhall/permalink/2879669365495668/
,,,0,0,
"Wednesday, 8 July 2020 at 6:56 pm",,,4,21,https://www.facebook.com/groups/fennerhall/permalink/2883371211792150/
,,,0,0,
,,,0,0,
,,,0,0,
"Thursday, 9 July 2020 at 12:21 pm",Wingyi Kwong,"Develop critical problem-solving, communication and presentation skills NOW with the Australia and New Zealand Oliver Wyman Case Competition!
Check out the event for more details on how to register!",0,0,https://www.facebook.com/groups/fennerhall/permalink/2885237511605520/
"Thursday, 9 July 2020 at 12:18 pm",Wingyi Kwong,"Brilliant opportunity to meet some like-minded individuals and gain some professional developmenet!
Join ANUCS as a General Representative today!",0,0,https://www.facebook.com/groups/fennerhall/permalink/2885233748272563/
"Thursday, 9 July 2020 at 9:29 am",,"The Fenner Academic Team are mindful that grades are being released progressively today and that this may cause some stress. 
We encourage anyone to reach out to a SR or the Senior Ressie Acadaca account if you need help or support.
Regarding opt-in CRS/CRN grading, an e-Form will be available from today until 16th July. For those with a interim grade (e.g. PX) will be provided an opportunity to opt-in at a later date. 
We wish you all the best, but also remember: your grades do not define you, and the resilience everyone has shown during this semester has been incredible  
Some helpful links:
Sem 1 grading system overview, e-Form (as of 9.30am 9/7/20 e-Form not linked, should be there later on) : https://www.anu.edu.au/students/program-administration/assessments-exams/semester-1-2020-grading-system
Sem 1 Grading FAQs: https://www.anu.edu.au/files/advisory/FAQs_ANU%20Semester%201%2C%202020%20Grading%20System.pdf 
 Assessment appeals process: https://www.anu.edu.au/students/program-administration/assessments-exams/assessment-appeals
Mental health support services: https://www.anu.edu.au/students/health-safety-wellbeing/counselling/anu-counselling/contacts-and-community-services ",0,14,https://www.facebook.com/groups/fennerhall/permalink/2884942908301647/
"Wednesday, 8 July 2020 at 7:14 pm",Maddy Crowe,"To my blessed Fenner Alumni community (we know you're in here), please answer this survey about your experiences for the Fenner Senior Resident's Symposium! It won't take long I promise ❤️
It doesn't matter whether you left last week or last decade, we would love to hear from you.
I have no gift for you for completing it, just know Nicola Watson and I will be very happy. Results are completely anonymous.",2,12,https://www.facebook.com/groups/fennerhall/permalink/2883399825122622/
,,,0,0,
"Tuesday, 7 July 2020 at 4:52 pm",,❗heads up everyone ❗The fridge/freezer cull has begun. If you have anything in your fridge/freezer that isnt in a marked bag you should come to the kitchen and get it before it goes warm and is thrown out tomorrow,0,7,https://www.facebook.com/groups/fennerhall/permalink/2880461222083149/
"Tuesday, 7 July 2020 at 12:58 pm",,"Fridge
Hey anybody at Fenner want a fridge for the next semester? Free for a semester 🙂 come to S468 if you want it",1,8,https://www.facebook.com/groups/fennerhall/permalink/2880009172128354/
,,,0,0,
"Monday, 6 July 2020 at 8:50 pm",Ronan,"雪花飄飄tiktok🤯Ronan Imily Josh
See Translation",6,28,https://www.facebook.com/groups/fennerhall/permalink/2878197735642831/
,,,0,0,
,,,0,0,
"Monday, 29 June 2020 at 11:23 am",,"Are you a wannabe Masterchef or an idiot sandwich? 🥪 A culinary genius or a kitchen nightmare?🧁
Either way, we want YOU to prove your skills in the Great Fenner Bake-off! You’ve got the entire break to design, make and bake your Canberra-themed creation (see post for inspiration). Send your submissions to fennerhallarts@gmail.com before the 27th July.
Message Susan, Phi, Jacqui or myself if you have any questions. Congrats on finishing exams everyone and have a fantastic break! ❤️❤️
- The Arts Committee xoxo",8,18,https://www.facebook.com/groups/fennerhall/permalink/2859639500831988/
,,,0,0,
,,,0,0,
,,,0,0,
"Friday, 3 July 2020 at 2:08 pm",,Has anyone got a laptop charger like this one (I’ve got an Asia but I don’t think the charger is Asia specific)?,2,5,https://www.facebook.com/groups/fennerhall/permalink/2869977569798181/
,,,0,0,
,,,0,0,
"Thursday, 2 July 2020 at 12:33 pm",,Unopened Robert Timms Coffee free to anyone who wants it,3,4,https://www.facebook.com/groups/fennerhall/permalink/2867229160073022/
,,,0,0,
"Thursday, 2 July 2020 at 12:34 pm",,Yo yo yo please come grab your clean washing and stop wearing the dirty old clothes you have on X o X o,0,7,https://www.facebook.com/groups/fennerhall/permalink/2867229690072969/
"Wednesday, 1 July 2020 at 6:50 pm",Trish Nguyen,🥖 u know the drill 🍞 t-20 (also pls give a warm welcome back to ur treas/sec Phoebe Denham 💕✨),0,13,https://www.facebook.com/groups/fennerhall/permalink/2865314800264458/
"Monday, 29 June 2020 at 4:36 pm",Senior Ressie Acadaca,"Woah the future can be scary right? Not necessarily
The Fenner academic team want to give you some tips and tricks that you can do while your enjoying the great time that is holidays!! Flick Senior Ressie Acadaca a message if you have any questions ✨
Plan out semester 2, or think ahead to your entire degree.  Do you want to go on exchange? Need to finish some pesky compulsory courses? Check out (https://programsandcourses.anu.edu.au/) for more info
Goal setting! Make them specific with key steps as to how you can get there 
Think about future careers. Have you thought about what you could do with your degree and how you could go about getting there? 
How's your CV and cover letter going? Have you updated it recently? 
Not quite ready for the workforce? How about postgrad? There are so many different options!! Certificates, diplomas, honours, masters... Check out applications processes and what you need to get there! ",0,4,https://www.facebook.com/groups/fennerhall/permalink/2860123117450293/
"Monday, 10 October 2016 at 10:34 pm",,"A bowl full of white moving maggots !
Pls take care of your food asap...",3,56,https://www.facebook.com/groups/fennerhall/permalink/974467116015912/
,,,0,0,
,,,0,0,
,,,0,0,
"Thursday, 25 June 2020 at 11:04 am",,Did anyone grab the HDMI cable in the tv room by any chance? It's disappeared :'( We'd love it back so we can watch a webinar,0,4,https://www.facebook.com/groups/fennerhall/permalink/2849061858556419/
"Wednesday, 24 June 2020 at 6:13 pm",,Bakers Delight really doesn’t know how good I’ve already got it 🤔,4,25,https://www.facebook.com/groups/fennerhall/permalink/2847184772077461/
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
"Monday, 10 October 2016 at 10:46 pm",,Licking chocolate sauce of a mate's toes is one thing but this is some wormy shit,8,45,https://www.facebook.com/groups/fennerhall/permalink/974475442681746/
,,,0,0,
,,,0,0,
"Wednesday, 24 June 2020 at 6:54 pm",,Bread arriving in the Warren in 10 mins. Come volunteer to bring it in. Just dough it,0,15,https://www.facebook.com/groups/fennerhall/permalink/2847256082070330/
"Wednesday, 24 June 2020 at 9:23 am",Gabrielle Smith,"Hi Fenner, ex-ressie here! There is a residential job opportunity at my workplace that I thought might interest some of you potentially looking for different accommodation options for the remainder of this year.
The job is for a residential position at the boarding house of Canberra Girls Grammar School. In exchange for ~15hrs of work per week supervising the girls, you will receive full year accommodation (your own room with en-suite) and all your meals during term time. Think of it as being an SR but for girls in high school, and you get food included and your own bathroom! You also will be living in beautiful Deakin, a stones throw from Parliament House, Manuka and the lake.
A few requirements:
-You must be female
-must have FULL car drivers licence (you will sometimes have to drive the girls around in the school van)
- must have WWVP card
- any experience working with kids (tutoring, music, mentoring, after school care, etc - anything will help!)
I am a non-residential staff member and it’s a really rewarding job, flexible around uni and other work commitments and great experience!
Feel free to shoot me a message if you want to know more about CGGS or would like to ask me some questions (or I can put you in touch with my boss!)",0,8,https://www.facebook.com/groups/fennerhall/permalink/2846287862167152/
"Tuesday, 23 June 2020 at 5:50 pm",,"Was wondering if anyone can lend me a usb c to audiojack adapter for a night...not gonna lie, gonna use it for karaoke",0,3,https://www.facebook.com/groups/fennerhall/permalink/2844553765673895/
"Tuesday, 23 June 2020 at 5:03 pm",Erin Barr,"Tldr: zoom Q and A tonight at 8:00pm
https://anu.zoom.us/j/94049642166
There will be another Q and A tonight about what to expect moving back to Fenner at 8:00pm Susan Helyar (Director of Residential Experience) and Nerilee will both be on the zoom call. They will be answering questions they have received over the past days both in relation to Halls and the wider university policy in general and questions specific to Fenner.",0,11,https://www.facebook.com/groups/fennerhall/permalink/2844482242347714/
"Sunday, 21 June 2020 at 6:52 pm",Alexander Migdalias,"Edit: nvm all g
!!!URGENT HELP NEEDED!!!
Does anyone have David Colagiuri's Phone Number I've been trying to reach him on messenger for the past few days with no success. Any help or news appreciated.",4,7,https://www.facebook.com/groups/fennerhall/permalink/2839717439490861/
,,,0,0,
,,,0,0,
"Friday, 12 June 2020 at 6:37 pm",Erin Barr,"The FRC is trying to gauge interest for those who do not return to Fenner for semester 2. 
Would you be interested in paying a reduced ResCom fee to participate in certain events? 
It would not cost more than the $117.0 semester 2 rescom fee. The parameters are still being worked out but it would include things such as:
Eligible for 2021 FRC Election, participation in some form of sporting games, social and art events.",2,10,https://www.facebook.com/groups/fennerhall/permalink/2817453715050567/
,,,0,0,
,,,0,0,
"Friday, 19 June 2020 at 9:11 pm",,What’s with paying rescom fees again? We paid in full for the year at the beginning of the year right?,8,0,https://www.facebook.com/groups/fennerhall/permalink/2834887273307211/
,,,0,0,
,,,0,0,
,,,0,0,
"Wednesday, 17 June 2020 at 7:02 pm",Josh Green,Come get bread with Fenner’s favourite social master 👀👨🏻 Turning circle in 15 min!,0,15,https://www.facebook.com/groups/fennerhall/permalink/2829628743833064/
"Wednesday, 17 June 2020 at 10:04 am",,"🚨🚨🚨COMMUNITY COORDINATOR POST 🚨🚨🚨
Uni is over but CC office hours are not! Come hang out with me in the CC office while I work on my anatomy study posters, or send me a message or an email for a chat!",0,14,https://www.facebook.com/groups/fennerhall/permalink/2828776127251659/
"Tuesday, 16 June 2020 at 4:46 pm",,Did anyone do ARTV1020 this semester (Figure & Life) or even last year? Would be great if I could ask you some Qs about the course!,2,2,https://www.facebook.com/groups/fennerhall/permalink/2826937244102214/
,,,0,0,
"Sunday, 14 June 2020 at 3:54 pm",Adhyan Dhull,"For all of y'all that weren't in Canberra, a lil timelapse from 11 June 🙌",3,51,https://www.facebook.com/groups/fennerhall/permalink/2822023851260220/
,,,0,0,
,,,0,0,
,,,0,0,
"Sunday, 14 June 2020 at 7:40 pm",,Hey I'm pretty confused now. It seems that we need to complete the application on the ANU site as well as an online survey in order to return for sem2. What are the links for these two？ Thanks,5,2,https://www.facebook.com/groups/fennerhall/permalink/2822364654559473/
,,,0,0,
,,,0,0,
,,,0,0,
,,,0,0,
"Sunday, 14 June 2020 at 9:24 am",,"DUTY WARDEN POST
If you just called the phone, please call again! Thank you!!",0,7,https://www.facebook.com/groups/fennerhall/permalink/2821410827988189/
"Saturday, 13 June 2020 at 3:28 pm",Phoebe Denham,"Your final FRC meeting minutes for the semester. 
P.S. pls respond to Erin's poll about next semester's fees <3 ",1,12,https://www.facebook.com/groups/fennerhall/permalink/2819590158170256/
,,,0,0,
"Friday, 12 June 2020 at 9:03 pm",,So I’m really dumb and realised I didn’t actually get rid of everything in my fridge bag before I left Fenner since it was stuff that would last a couple months and I thought I’d be back by then 🤦‍♀️🤦‍♀️ Could someone pretty please throw out anything in the bag S354 for me?,0,1,https://www.facebook.com/groups/fennerhall/permalink/2817688261693779/
"Wednesday, 10 June 2020 at 7:14 pm",,"Hey folks! Bread is here!
Watch this video for reference: https://youtu.be/EShUeudtaFg",2,17,https://www.facebook.com/groups/fennerhall/permalink/2812590278870244/
,,,0,0,
,,,0,0,
"Wednesday, 10 June 2020 at 9:52 am",,"🚨🚨🚨 COMMUNITY COORDINATOR POST 🚨🚨🚨
In about 2 minutes I’m going to be back inside the CC office, and ready to have a chat or answer any questions you may have. You can ask me about the returner process, what it’s like to live at Fenner during COVID, about assessments, or anything else you’d like to talk about!",0,14,https://www.facebook.com/groups/fennerhall/permalink/2811688018960470/
"Tuesday, 9 June 2020 at 10:04 pm",Erin Barr,"Missed the Q and A? not to worry we recorded it! Check the comments of the original post for time stamps and a summary document has also been attached. Hope this helps clarify things!
If you have further questions email the Head of Hall or send in an anonymous advocacy to the FRC (link can be found under the 'about' section of the Fenner Hall FB group).",0,6,https://www.facebook.com/groups/fennerhall/permalink/2810346702427935/
"Tuesday, 9 June 2020 at 7:27 pm",Erin Barr,"EDIT Password: 050634
Heres the link to tonight's Q and A regarding applying for semester 2 accommodation. 8:00pm - get in early as there may be limited spots. The recording will be uploaded at a later date :)",3,6,https://www.facebook.com/groups/fennerhall/permalink/2810089149120357/
,,,0,0,
,,,0,0,
"Friday, 5 June 2020 at 5:49 pm",Erin Barr,"EDIT: Password: 050634
Tuesday 8:00pm, Zoom, come and hear your questions about the residential application process answered!",1,11,https://www.facebook.com/groups/fennerhall/permalink/2800082810120991/
,,,0,0,
"Sunday, 7 June 2020 at 8:00 pm",Phoebe Denham,Join us for the last FRC meeting of the semester !,0,5,https://www.facebook.com/groups/fennerhall/permalink/2805358596260079/
"Wednesday, 3 June 2020 at 6:52 pm",,"Hello Fenner, your favourite social rep is back and she comes bearing gifts, specifically with bread! Come on down in 20 for some bwead",2,23,https://www.facebook.com/groups/fennerhall/permalink/2795188177277121/
,,,0,0,
,,,0,0,
"Tuesday, 2 June 2020 at 1:24 pm",Josh,"What's it like to live at Fenner during a pandemic? 🌡 Can I still see my friends? 👯‍♂️ Will I be able to use the herbs on the terrace? 🌿
If you're thinking of moving back to Fenner, you've probably got a lot of questions. Watch this video that Josh, Trish, Aidan, Locklyn, Yona and I produced for all the information you need about living at Fenner in 2020. If you want any more information, email community.coordinator.fenner@anu.edu.au - I'll be free for a chat on Wednesday if you'd like to talk it over in person.",4,108,https://www.facebook.com/groups/fennerhall/permalink/2791972184265387/
,,,0,0,
,,,0,0,
,,,0,0,
"Tuesday, 2 June 2020 at 11:09 am",,From my fyp to yours ❤️❤️,0,11,https://www.facebook.com/groups/fennerhall/permalink/2791748454287760/
"Tuesday, 2 June 2020 at 8:00 am",Phoebe Denham,"This week's FRC meeting minutes. 
A very quick read, but please draw your attention to the change made to our Terms of Reference. 
<3 <3 <3 ",0,11,https://www.facebook.com/groups/fennerhall/permalink/2791452254317380/
"Sunday, 31 May 2020 at 7:58 pm",Phoebe Denham,Join our FRC meeting ... right now!,3,2,https://www.facebook.com/groups/fennerhall/permalink/2787571284705477/
,,,0,0,
,,,0,0,
"Sunday, 31 May 2020 at 5:44 pm",,Can I get refund if I paid $3 but the H washer didn’t work? 😟(and I had to transfer my clothes to another washer and paid again),2,3,https://www.facebook.com/groups/fennerhall/permalink/2787378128058126/
,,,0,0,
"Friday, 29 May 2020 at 5:15 pm",,"Special message from the dude who's job I stole (last year's arts master Christian Reeves) he's making me post this because ""I still live here"" and ""I signed a contract in blood to occaisionally post things in Fenner for him.""
""if you're looking for a sharehouse maybe also consider joining the previously existing Fenner Sharehousing 2020 group feat. some already established sharehouses https://www.facebook.com/groups/484875215695997/""",7,11,https://www.facebook.com/groups/fennerhall/permalink/2782710491858223/
,,,0,0,
,,,0,0,
,,,0,0,
"Friday, 29 May 2020 at 5:33 pm",Senior Ressie Acadaca,"Deadline for degree transfer is 11.59 PM 31st May (tomorrow!)
How to? Log onto ISIS
NavBar (compass icon) > Navigator > ISIS > Degree Management > Apply for Degree Transfer
Flick a message to Senior Ressie Acadaca if you have any questions!",0,3,https://www.facebook.com/groups/fennerhall/permalink/2782737188522220/
"Thursday, 28 May 2020 at 5:14 pm",,"Looking for something to do tonight? Hit up 99 Trivia, Al and Jez have another fun-filled trivia night in store for you all.
https://www.facebook.com/events/285784822559581/…",0,4,https://www.facebook.com/groups/fennerhall/permalink/2780387462090526/
"Thursday, 28 May 2020 at 5:28 am",,,2,55,https://www.facebook.com/groups/fennerhall/permalink/2779309918864947/
,,,0,0,
"Thursday, 28 May 2020 at 11:31 am",Sarah Long,"https://www.facebook.com/groups/615414505998943
Fenner looks after Fenner. In this crazy time some people won't be able to return to Fenner. We are contemplating our options. Many have decided for a sharehouse. If that is you please join this group so we can create some lively Fenner share houses!",0,21,https://www.facebook.com/groups/fennerhall/permalink/2779882375474368/
"Wednesday, 27 May 2020 at 6:13 pm",,Bread when? I'm ready to destroy a loaf,1,8,https://www.facebook.com/groups/fennerhall/permalink/2778170182312254/
,,,0,0,
